,id,quotes,authors
2025,2026,"Go on, get out! Last words are for fools who haven't said enough!",karl marx
1448,1449,"For to be free is not merely to cast off one's chains, but to live in a way that respects and enhances the freedom of others.",nelson mandela
609,610,"Never discourage anyone...who continually makes progress, no matter how slow.",plato
2225,2226,"Strong minds discuss ideas, average minds discuss events, weak minds discuss people.",socrates
2728,2729,"Undoubtedly, our path is not of the easiest; but, just as undoubtedly, we are not to be frightened by difficulties. Paraphrasing from the well-known words of Luther, Russia might say: ‘Here I stand on the frontier between the old, capitalist world and the new, socialist world. Here on this frontier I unite the efforts of the proletarians of the West and of the peasantry of the East in order to shatter the old world. May the god of history be my aid!",stalin
1626,1627,"No one is born hating another person because of the color of his skin, or his background, or his religion. People must learn to hate, and if they can learn to hate, they can be taught to love, for love comes more naturally to the human heart than its opposite.",nelson mandela
1575,1576,There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,nelson mandela
639,640,"Never discourage anyone...who continually makes progress, no matter how slow.",plato
541,542,A man who dares to waste one hour of time has not discovered the value of life.,charles darwin
257,258,"Neither seek nor avoid, take what comes.",swami vivekanand
748,749,"When men speak ill of thee, live so as nobody may believe them.",plato
483,484,"Thus, from the war of nature, from famine and death, the most exalted object which we are capable of conceiving, namely, the production of the higher animals, directly follows. There is grandeur in this view of life, with its several powers, having been originally breathed into a few forms or into one; and that, whilst this planet has gone cycling on according to the fixed law of gravity, from so simple a beginning endless forms most beautiful and most wonderful have been, and are being, evolved.",charles darwin
2107,2108,"To find yourself, think for yourself.",socrates
309,310,"...Whilst on board the Beagle I was quite orthodox, and I remember being heartily laughed at by several of the officers... for quoting the Bible as an unanswerable authority on some point of morality... But I had gradually come by this time, i.e., 1836 to 1839, to see that the Old Testament from its manifestly false history of the world, with the Tower of Babel, the rainbow at sign, &c., &c., and from its attributing to God the feelings of a revengeful tyrant, was no more to be trusted than the sacred books of the Hindoos, or the beliefs of any barbarian....By further reflecting that the clearest evidence would be requisite to make any sane man believe in the miracles by which Christianity is supported, (and that the more we know of the fixed laws of nature the more incredible do miracles become), that the men at that time were ignorant and credulous to a degree almost uncomprehensible by us, that the Gospels cannot be proved to have been written simultaneously with the events, that they differ in many important details, far too important, as it seemed to me, to be admitted as the usual inaccuracies of eyewitnesses; by such reflections as these, which I give not as having the least novelty or value, but as they influenced me, I gradually came to disbelieve in Christianity as a divine revelation. The fact that many false religions have spread over large portions of the earth like wild-fire had some weight with me. Beautiful as is the morality of the New Testament, it can be hardly denied that its perfection depends in part on the interpretation which we now put on metaphors and allegories.But I was very unwilling to give up my belief... Thus disbelief crept over me at a very slow rate, but was at last complete. The rate was so slow that I felt no distress, and have never since doubted even for a single second that my conclusion was correct. I can indeed hardly see how anyone ought to wish Christianity to be true; for if so the plain language of the text seems to show that the men who do not believe, and this would include my Father, Brother and almost all of my friends, will be everlastingly punished. And this is a damnable doctrine.",charles darwin
248,249,"Anything that makes weak - physically, intellectually and spiritually, reject it as poison.",swami vivekanand
797,798,"...and when one of them meets the other half, the actual half of himself, whether he be a lover of youth or a lover of another sort, the pair are lost in an amazement of love and friendship and intimacy and one will not be out of the other's sight, as I may say, even for a moment...",plato
1513,1514,"As I walked out the door toward the gate that would lead to my freedom, I knew if I didn't leave my bitterness and hatred behind, I'd still be in prison.",nelson mandela
2476,2477,The victor will never be asked if he told the truth. ,adolf hitler
2196,2197,Wonder is the beginning of wisdom.,socrates
367,368,I am not apt to follow blindly the lead of other men,charles darwin
1614,1615,A winner is a dreamer who never gives up,nelson mandela
2870,2871,redacted; spurious.,stalin
2693,2694,"If Stalin was such a bad guy, why do all these people have to resort to attributing to him almost entirely quotes he didn't make, or manipulate his actual quotes just enough to make them seem evil?",stalin
711,712,The madness of love is the greatest of heaven's blessings.,plato
2938,2939,"Undoubtedly, our path is not of the easiest; but, just as undoubtedly, we are not to be frightened by difficulties. Paraphrasing from the well-known words of Luther, Russia might say: ‘Here I stand on the frontier between the old, capitalist world and the new, socialist world. Here on this frontier I unite the efforts of the proletarians of the West and of the peasantry of the East in order to shatter the old world. May the god of history be my aid!",stalin
2390,2391,"If freedom is short of weapons, we must compensate with willpower.",adolf hitler
2802,2803,You cannot make a revolution with silk gloves.,stalin
1203,1204,"Let my idle chatter be the muttering of prayer, my every manual movement the execution of ritual gesture, my walking a ceremonial circumambulation, my eating and other acts the rite of sacrifice, my lying down prostration in worship, my every pleasure enjoyed with dedication of myself, let whatever activity is mine be some form of worship of you.",adi shankaracharya
2310,2311,The only true wisdom is in knowing you know nothing.,socrates
97,98,The greatest sin is to think yourself weak,swami vivekanand
1446,1447,"No one is born hating another person because of the color of his skin, or his background, or his religion. People must learn to hate, and if they can learn to hate, they can be taught to love, for love comes more naturally to the human heart than its opposite.",nelson mandela
2197,2198,"To find yourself, think for yourself.",socrates
1600,1601,"Do not judge me by my successes, judge me by how many times I fell down and got back up again.",nelson mandela
2454,2455,"As in everything, nature is the best instructor.",adolf hitler
598,599,Great is the power of steady misrepresentation,charles darwin
1989,1990,Let the ruling classes tremble at a Communistic revolution. The proletarians have nothing to lose but their chains. They have a world to win.Workingmen of all countries unite!,karl marx
2091,2092,Employ your time in improving yourself by other men's writings so that you shall come easily by what others have labored hard for.,socrates
2447,2448,The art of reading and studying consists in remembering the essentials and forgetting what is not essential.,adolf hitler
2125,2126,"I am not an Athenian or a Greek, but a citizen of the world.As quoted in Plutarch's Of Banishment",socrates
330,331,"If I had my life to live over again, I would have made a rule to read some poetry and listen to some music at least once every week.",charles darwin
1836,1837,"Men make their own history, but they do not make it as they please; they do not make it under self-selected circumstances, but under circumstances existing already, given and transmitted from the past. The tradition of all dead generations weighs like a nightmare on the brains of the living. And just as they seem to be occupied with revolutionizing themselves and things, creating something that did not exist before, precisely in such epochs of revolutionary crisis they anxiously conjure up the spirits of the past to their service, borrowing from them names, battle slogans, and costumes in order to present this new scene in world history in time-honored disguise and borrowed language.",karl marx
2516,2517,"He who would live must fight. He who doesn't wish to fight in this world, where permanent struggle is the law of life, has not the right to exist.",adolf hitler
394,395,"If the misery of the poor be caused not by the laws of nature, but by our institutions, great is our sin.",charles darwin
2152,2153,"The hour of departure has arrived, and we go our separate ways, I to die, and you to live. Which of these two is better only God knows.",socrates
1244,1245,"for he who grasps the unreal is bound; mark this, my companion.",adi shankaracharya
2074,2075,"Be kind, for everyone you meet is fighting a hard battle.",socrates
2699,2700,"...Iron discipline does not preclude but presupposes criticism and contest of opinion within the Party. Least of all does it mean that discipline must be 'blind'. On the contrary, iron discipline does not preclude but presupposes conscious and voluntary submission, for only conscious discipline can be truly iron discipline.",stalin
1065,1066,To perceive is to suffer.,aristotle
563,564,"With savages, the weak in body or mind are soon eliminated; and those that survive commonly exhibit a vigorous state of health. We civilised men, on the other hand, do our utmost to check the process of elimination; we build asylums for the imbecile, the maimed, and the sick; we institute poor-laws; and our medical men exert their utmost skill to save the life of every one to the last moment. There is reason to believe that vaccination has preserved thousands, who from a weak constitution would formerly have succumbed to small-pox. Thus the weak members of civilised societies propagate their kind. No one who has attended to the breeding of domestic animals will doubt that this must be highly injurious to the race of man. It is surprising how soon a want of care, or care wrongly directed, leads to the degeneration of a domestic race; but excepting in the case of man himself, hardly any one is so ignorant as to allow his worst animals to breed.The aid which we feel impelled to give to the helpless is mainly an incidental result of the instinct of sympathy, which was originally acquired as part of the social instincts, but subsequently rendered, in the manner previously indicated, more tender and more widely diffused. Nor could we check our sympathy, if so urged by hard reason, without deterioration in the noblest part of our nature. The surgeon may harden himself whilst performing an operation, for he knows that he is acting for the good of his patient; but if we were intentionally to neglect the weak and helpless, it could only be for a contingent benefit, with a certain and great present evil. Hence we must bear without complaining the undoubtedly bad effects of the weak surviving and propagating their kind; but there appears to be at least one check in steady action, namely the weaker and inferior members of society not marrying so freely as the sound; and this check might be indefinitely increased, though this is more to be hoped for than expected, by the weak in body or mind refraining from marriage.",charles darwin
1421,1422,"You never identify yourself with the shadow cast by your body, or with its reflection, or with the body you see in a dream or in your imagination. Therefore you should not identify yourself with this living body, either.",adi shankaracharya
138,139,"Strength is Life, Weakness is Death.Expansion is Life, Contraction is Death.Love is Life, Hatred is Death.",swami vivekanand
2461,2462,"Do not compare yourself to others. If you do so, you are insulting yourself.",adolf hitler
2729,2730,"...Iron discipline does not preclude but presupposes criticism and contest of opinion within the Party. Least of all does it mean that discipline must be 'blind'. On the contrary, iron discipline does not preclude but presupposes conscious and voluntary submission, for only conscious discipline can be truly iron discipline.",stalin
614,615,"Ignorance, the root and stem of every evil.",plato
2149,2150,"Contentment is natural wealth, luxury is artificial poverty.",socrates
2176,2177,"The secret of happiness, you see, is not found in seeking more, but in developing the capacity to enjoy less.",socrates
708,709,Those who tell the stories rule society.,plato
822,823,"good people do not need laws to tell them to act responsibly, while bad people will find a way around the laws",plato
2551,2552,"Do not compare yourself to others. If you do so, you are insulting yourself.",adolf hitler
740,741,"Human behavior flows from three main sources: desire, emotion, and knowledge. ",plato
233,234,"Do one thing at a Time, and while doing it put your whole Soul into it to the exclusion of all else.",swami vivekanand
313,314,Intelligence is based on how efficient a species became at doing the things they need to survive.,charles darwin
2033,2034,"Under no pretext should arms and ammunition be surrendered; any attempt to disarm the workers must be frustrated, by force if necessary",karl marx
479,480,"If it could be demonstrated that any complex organ existed, which could not possibly have been formed by numerous, successive, slight modifications, my theory would absolutely break down. But I can find no such case.",charles darwin
1204,1205,"Like the appearance of silver in mother of pearl, the world seems real until the Self, the underlying reality, is realized.",adi shankaracharya
446,447,"We can allow satellites, planets, suns, universe, nay whole systems of universe, to be governed by laws, but the smallest insect, we wish to be created at once by special act.",charles darwin
856,857,"I'm trying to think, don't confuse me with facts.",plato
387,388,"Nothing is easier than to admit in words the truth of the universal struggle for life, or more difficult--at least I have found it so--than constantly to bear this conclusion in mind.",charles darwin
967,968,"Excellence is never an accident. It is always the result of high intention, sincere effort, and intelligent execution; it represents the wise choice of many alternatives - choice, not chance, determines your destiny.",aristotle
2494,2495,Anyone can deal with victory. Only the mighty can bear defeat.,adolf hitler
400,401,The mystery of the beginning of all things is insoluble by us; and I for one must be content to remain an agnostic.,charles darwin
2456,2457,"He who would live must fight. He who doesn't wish to fight in this world, where permanent struggle is the law of life, has not the right to exist.",adolf hitler
2442,2443,"He alone, who owns the youth, gains the future.",adolf hitler
1075,1076,The high-minded man must care more for the truth than for what people think.,aristotle
1433,1434,"By fulfilling his dharma a man marches along the path of progress until he attains the supreme dharma of all beings, namely, the realization of Truth. (p. 28)",adi shankaracharya
2155,2156,"I am not an Athenian or a Greek, but a citizen of the world.As quoted in Plutarch's Of Banishment",socrates
2129,2130,We cannot live better than in seeking to become better.,socrates
1230,1231,"Once we become conscious, even dimly, of the Atman, the Reality within us, the world takes on a very different aspect. It is no longer a court of justice but a kind of gymnasium. Good and evil, pain and pleasure, still exist, but they seem more like the ropes and vaulting-horses and parallel bars which can be used to make our bodies strong. Maya is no longer an endlessly revolving wheel of pain and pleasure but a ladder which can be climbed to consciousness of the Reality.",adi shankaracharya
1676,1677,Where you stand depends on where you sit.,nelson mandela
198,199,"Strength is Life, Weakness is Death.Expansion is Life, Contraction is Death.Love is Life, Hatred is Death.",swami vivekanand
2320,2321,"He who is not contented with what he has, would not be contented with what he would like to have.",socrates
1035,1036,To perceive is to suffer.,aristotle
1251,1252,"Let my idle chatter be the muttering of prayer, my every manual movement the execution of ritual gesture, my walking a ceremonial circumambulation, my eating and other acts the rite of sacrifice, my lying down prostration in worship, my every pleasure enjoyed with dedication of myself, let whatever activity is mine be some form of worship of you.",adi shankaracharya
2257,2258,"To find yourself, think for yourself.",socrates
1499,1500,"After climbing a great hill, one only finds that there are many more hills to climb.",nelson mandela
1116,1117,Happiness depends upon ourselves.,aristotle
914,915,He who has overcome his fears will truly be free.,aristotle
2899,2900,The only real power comes out of a long rifle.,stalin
1579,1580," As we let our own light shine, we unconsciously give other people permission to do the same.",nelson mandela
1874,1875,To be radical is to grasp things by the root.,karl marx
776,777,"There are two things a person should never be angry at, what they can help, and what they cannot.",plato
1039,1040,"I count him braver who overcomes his desires than him who conquers his enemies, for the hardest victory is over self.",aristotle
1378,1379,"Sickness is not cured by saying 'Medicine,' but by drinking it;",adi shankaracharya
2711,2712,"It is difficult for me to imagine what personal liberty is enjoyed by an unemployed person, who goes about hungry, and cannot find employment.Real liberty can exist only where exploitation has been abolished, where there is no oppression of some by others, where there is no unemployment and poverty, where a man is not haunted by the fear of being tomorrow deprived of work, of home and of bread. Only in such a society is real, and not paper, personal and every other liberty possible.",stalin
2177,2178,Know thyself.,socrates
1488,1489,"Overcoming poverty is not a task of charity, it is an act of justice. Like Slavery and Apartheid, poverty is not natural. It is man-made and it can be overcome and eradicated by the actions of human beings. Sometimes it falls on a generation to be great. YOU can be that great generation. Let your greatness blossom.",nelson mandela
255,256,You cannot believe in God until you believe in yourself.,swami vivekanand
2449,2450,"Instruction in world history in the so-called high schools is even today in a very sorry condition. Few teachers understand that the study of history can never be to learn historical dates and events by heart and recite them by rote; that what matters is not whether the child knows exactly when this battle or that was fought, when a general was born, or even when a monarch (usually a very insignificant one) came into the crown of his forefathers. No, by the living God, this is very unimportant. To 'learn' history means to seek and find the forces which are the causes leading to those effects which we subsequently perceive as historical events.",adolf hitler
1859,1860,"The bourgeoisie, by the rapid improvement of all instruments of production, by the immensely facilitated means of communication, draws all, even the most barbarian, nations into civilization. The cheap prices of its commodities are the heavy artillery with which it batters down all Chinese walls, with which it forces the barbarians' intensely obstinate hatred of foreigners to capitulate. It compels all nations, on pain of extinction, to adopt the bourgeois mode of production; it compels them to introduce what it calls civilization into their midst, i.e., to become bourgeois themselves. In one word, it creates a world after its own image.",karl marx
1336,1337,The Soul appears to be finite because of ignorance. When ignorance is destroyed the Self which does not admit of any multiplicity truly reveals itself by itself: like the Sun when the clouds pass away.,adi shankaracharya
2492,2493,if you want to shine like sun first you have to burn like it.,adolf hitler
1294,1295,fallacies and not the correct explanations. But here follows a refutation of their reasonings independently of the texts. This is the difference.With regard to this the Sathkhyas,adi shankaracharya
158,159,"Anything that makes weak - physically, intellectually and spiritually, reject it as poison.",swami vivekanand
756,757,The heaviest penalty for declining to rule is to be ruled by someone inferior to yourself.,plato
1187,1188,The educated differ from the uneducated as much as the living differ from the dead.,aristotle
2041,2042,The unexamined life is not worth living.,socrates
2002,2003,"The less you eat, drink, buy books, go to the theatre or to balls, or to the pub, and the less you think, love, theorize, sing, paint, fence, etc., the more you will be able to save and the greater will become your treasure which neither moth nor rust will corrupt—your capital. The less you are, the less you express your life, the more you have, the greater is your alienated life and the greater is the saving of your alienated being.",karl marx
1722,1723,Lead from the back — and let others believe they are in front.,nelson mandela
2383,2384,"To conquer a nation, first disarm its citizens.",adolf hitler
2003,2004,"Under no pretext should arms and ammunition be surrendered; any attempt to disarm the workers must be frustrated, by force if necessary",karl marx
1115,1116,No great mind has ever existed without a touch of madness.,aristotle
2060,2061,Death may be the greatest of all human blessings.,socrates
2718,2719,The Pope! How many divisions has he got?,stalin
2161,2162,The unexamined life is not worth living.,socrates
166,167,"Feel nothing, know nothing, do nothing, have nothing, give up all to God, and say utterly, 'Thy will be done.' We only dream this bondage. Wake up and let it go.",swami vivekanand
769,770,There is truth in wine and children,plato
1246,1247,fallacies and not the correct explanations. But here follows a refutation of their reasonings independently of the texts. This is the difference.With regard to this the Sathkhyas,adi shankaracharya
1603,1604,"As I walked out the door toward the gate that would lead to my freedom, I knew if I didn't leave my bitterness and hatred behind, I'd still be in prison.",nelson mandela
56,57,"Ask nothing; want nothing in return. Give what you have to give; it will come back to you, but do not think of that now.",swami vivekanand
2692,2693,In the Soviet army it takes more courage to retreat than advance.,stalin
20,21,The fire that warms us can also consume us; it is not the fault of the fire.,swami vivekanand
385,386,"The following proposition seems to me in a high degree probable—namely, that any animal whatever, endowed with well-marked social instincts, the parental and filial affections being here included, would inevitably acquire a moral sense or conscience, as soon as its intellectual powers had become as well, or nearly as well developed, as in man. For, firstly, the social instincts lead an animal to take pleasure in the society of its fellows, to feel a certain amount of sympathy with them, and to perform various services for them.",charles darwin
2750,2751,redacted; spurious.,stalin
960,961,Knowing yourself is the beginning of all wisdom.,aristotle
406,407,"One general law, leading to the advancement of all organic beings, namely, multiply, vary, let the strongest live and the weakest die.",charles darwin
2481,2482,The only preventative measure one can take is to live irregularly.,adolf hitler
2828,2829,"When there's a person, there's a problem. When there's no person, there's no problem.",stalin
2719,2720,The only real power comes out of a long rifle.,stalin
2905,2906,We don't let them have ideas. Why would we let them have guns?,stalin
333,334,"Thus, from the war of nature, from famine and death, the most exalted object which we are capable of conceiving, namely, the production of the higher animals, directly follows. There is grandeur in this view of life, with its several powers, having been originally breathed into a few forms or into one; and that, whilst this planet has gone cycling on according to the fixed law of gravity, from so simple a beginning endless forms most beautiful and most wonderful have been, and are being, evolved.",charles darwin
2194,2195,"Be kind, for everyone you meet is fighting a hard battle.",socrates
202,203,"Was there ever a more horrible blasphemy than the statement that all the knowledge of God is confined to this or that book? How dare men call God infinite, and yet try to compress Him within the covers of a little book!",swami vivekanand
2761,2762,Those who vote decide nothing. Those who count the vote decide everything.,stalin
594,595,Man selects only for his own good: Nature only for that of the being which she tends.,charles darwin
1151,1152,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",aristotle
2375,2376,Think Thousand times before taking a decision But - After taking decison never turn back even if you get Thousand difficulties!!,adolf hitler
150,151,"Take up one idea. Make that one idea your life; dream of it; think of it; live on that idea. Let the brain, the body, muscles, nerves, every part of your body be full of that idea, and just leave every other idea alone. This is the way to success, and this is the way great spiritual giants are produced.",swami vivekanand
1202,1203,When the Great Reality is not known the study of the scriptures is fruitless; when the Great Reality is known the study of the scriptures is also fruitless.,adi shankaracharya
2754,2755,When the Bolsheviks came to power they were soft and easy with their enemies... we had begun by making a mistake. Leniency towards such a power was a crime against the working classes. That soon became apparent...,stalin
206,207,"Ask nothing; want nothing in return. Give what you have to give; it will come back to you, but do not think of that now.",swami vivekanand
2769,2770,Quantity has a quality all its own.,stalin
316,317,"One general law, leading to the advancement of all organic beings, namely, multiply, vary, let the strongest live and the weakest die.",charles darwin
496,497,"One general law, leading to the advancement of all organic beings, namely, multiply, vary, let the strongest live and the weakest die.",charles darwin
1685,1686,"I am fundamentally an optimist. Whether that comes from nature or nurture, I cannot say. Part of being optimistic is keeping one's head pointed toward the sun, one's feet moving forward. There were many dark moments when my faith in humanity was sorely tested, but I would not and could not give myself up to despair. That way lays defeat and death.",nelson mandela
339,340,"...Whilst on board the Beagle I was quite orthodox, and I remember being heartily laughed at by several of the officers... for quoting the Bible as an unanswerable authority on some point of morality... But I had gradually come by this time, i.e., 1836 to 1839, to see that the Old Testament from its manifestly false history of the world, with the Tower of Babel, the rainbow at sign, &c., &c., and from its attributing to God the feelings of a revengeful tyrant, was no more to be trusted than the sacred books of the Hindoos, or the beliefs of any barbarian....By further reflecting that the clearest evidence would be requisite to make any sane man believe in the miracles by which Christianity is supported, (and that the more we know of the fixed laws of nature the more incredible do miracles become), that the men at that time were ignorant and credulous to a degree almost uncomprehensible by us, that the Gospels cannot be proved to have been written simultaneously with the events, that they differ in many important details, far too important, as it seemed to me, to be admitted as the usual inaccuracies of eyewitnesses; by such reflections as these, which I give not as having the least novelty or value, but as they influenced me, I gradually came to disbelieve in Christianity as a divine revelation. The fact that many false religions have spread over large portions of the earth like wild-fire had some weight with me. Beautiful as is the morality of the New Testament, it can be hardly denied that its perfection depends in part on the interpretation which we now put on metaphors and allegories.But I was very unwilling to give up my belief... Thus disbelief crept over me at a very slow rate, but was at last complete. The rate was so slow that I felt no distress, and have never since doubted even for a single second that my conclusion was correct. I can indeed hardly see how anyone ought to wish Christianity to be true; for if so the plain language of the text seems to show that the men who do not believe, and this would include my Father, Brother and almost all of my friends, will be everlastingly punished. And this is a damnable doctrine.",charles darwin
2455,2456,"Kill, Destroy, Sack, Tell lie; how much you want after victory nobody asks why?-- uncited source",adolf hitler
1946,1947,"For as soon as the distribution of labour comes into being, each man has a particular, exclusive sphere of activity, which is forced upon him and from which he cannot escape. He is a hunter, a fisherman, a herdsman, or a critical critic, and must remain so if he does not want to lose his means of livelihood; while in communist society, where nobody has one exclusive sphere of activity but each can become accomplished in any branch he wishes, society regulates the general production and thus makes it possible for me to do one thing today and another tomorrow, to hunt in the morning, fish in the afternoon, rear cattle in the evening, criticise after dinner, just as I have a mind, without ever becoming hunter, fisherman, herdsman or critic.",karl marx
784,785,The price good men pay for indifference to public affairs is to be ruled by evil men.,plato
1305,1306,"Where renunciation and longing for liberation are weak, tranquillity and the other virtues are a mere appearance, like the mirage in the desert.",adi shankaracharya
261,262,"Learn Everything that is Good from Others, but bring it in, and in your own way absorb it; do not become others.",swami vivekanand
938,939,"Anybody can become angry — that is easy, but to be angry with the right person and to the right degree and at the right time and for the right purpose, and in the right way — that is not within everybody's power and is not easy.",aristotle
2016,2017,"Men make their own history, but they do not make it as they please; they do not make it under self-selected circumstances, but under circumstances existing already, given and transmitted from the past. The tradition of all dead generations weighs like a nightmare on the brains of the living. And just as they seem to be occupied with revolutionizing themselves and things, creating something that did not exist before, precisely in such epochs of revolutionary crisis they anxiously conjure up the spirits of the past to their service, borrowing from them names, battle slogans, and costumes in order to present this new scene in world history in time-honored disguise and borrowed language.",karl marx
122,123,"In a conflict between the heart and the brain, follow your heart. ",swami vivekanand
2062,2063,"The hour of departure has arrived, and we go our separate ways, I to die, and you to live. Which of these two is better only God knows.",socrates
2054,2055,"Sometimes you put walls up not to keep people out, but to see who cares enough to break them down.",socrates
1217,1218,"By fulfilling his dharma a man marches along the path of progress until he attains the supreme dharma of all beings, namely, the realization of Truth. (p. 28)",adi shankaracharya
1432,1433,The Soul appears to be finite because of ignorance. When ignorance is destroyed the Self which does not admit of any multiplicity truly reveals itself by itself: like the Sun when the clouds pass away.,adi shankaracharya
2354,2355,Words build bridges into unexplored regions.,adolf hitler
1869,1870,Let the ruling classes tremble at a Communistic revolution. The proletarians have nothing to lose but their chains. They have a world to win.Workingmen of all countries unite!,karl marx
349,350,But I am very poorly today & very stupid & I hate everybody & everything. One lives only to make blunders.,charles darwin
2910,2911,A single death is a tragedy; a million deaths is a statistic.,stalin
1212,1213,at peace like a fuelless fire;,adi shankaracharya
1468,1469,Appearances matter — and remember to smile.,nelson mandela
877,878,"According to Greek mythology, humans were originally created with four arms, four legs and a head with two faces. Fearing their power, Zeus split them into two separate parts, condemning them to spend their lives in search of their other halves.",plato
1459,1460," As we let our own light shine, we unconsciously give other people permission to do the same.",nelson mandela
1681,1682,"When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",nelson mandela
815,816,"Do not train a child to learn by force or harshness; but direct them to it by what amuses their minds, so that you may be better able to discover with accuracy the peculiar bent of the genius of each.",plato
498,499,"Besides love and sympathy, animals exhibit other qualities connected with the social instincts which in us would be called moral.",charles darwin
2386,2387,The victor will never be asked if he told the truth. ,adolf hitler
2156,2157,Every action has its pleasures and its price.,socrates
883,884,The measure of a man is what he does with power.,plato
1592,1593,"I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.",nelson mandela
1034,1035,He who has overcome his fears will truly be free.,aristotle
802,803,Education is teaching our children to desire the right things.,plato
1213,1214,"Yeilding to the power of rajas, he identifies himself with the many motions and changes of the mind. Therefore he is swept hither and thither, now rising, now sinking, in the boundless ocean of birth and death, whose waters are full of the poison of sense-objects. This is indeed a miserable fate.",adi shankaracharya
1090,1091,"Wishing to be friends is quick work, but friendship is a slow ripening fruit.",aristotle
1274,1275,When the Great Reality is not known the study of the scriptures is fruitless; when the Great Reality is known the study of the scriptures is also fruitless.,adi shankaracharya
182,183,"In a conflict between the heart and the brain, follow your heart. ",swami vivekanand
564,565,Man selects only for his own good: Nature only for that of the being which she tends.,charles darwin
2655,2656,People who cast the votes decide nothing. The people who count the votes decide everything.,stalin
2422,2423,"The state must declare the child to be the most precious treasure of the people. As long as the government is perceived as working for the benefit of the children, the people will happily endure almost any curtailment of liberty and almost any deprivation.",adolf hitler
2920,2921,spurious.,stalin
1697,1698,"As I have said, the first thing is to be honest with yourself. You can never have an impact on society if you have not changed yourself... Great peacemakers are all people of integrity, of honesty, but humility.",nelson mandela
1612,1613,"May your choices reflect your hopes, not your fears.",nelson mandela
899,900,The beginning is the most important part of the work.,plato
191,192,"Arise, awake, stop not till the goal is reached.",swami vivekanand
1340,1341,"for he who grasps the unreal is bound; mark this, my companion.",adi shankaracharya
754,755,The price good men pay for indifference to public affairs is to be ruled by evil men.,plato
64,65,"The great secret of true success, of true happiness, is this: the man or woman who asks for no return, the perfectly unselfish person, is the most successful.",swami vivekanand
2879,2880,"...Iron discipline does not preclude but presupposes criticism and contest of opinion within the Party. Least of all does it mean that discipline must be 'blind'. On the contrary, iron discipline does not preclude but presupposes conscious and voluntary submission, for only conscious discipline can be truly iron discipline.",stalin
681,682,The madness of love is the greatest of heaven's blessings.,plato
2470,2471,"The stronger must dominate and not mate with the weaker, which would signify the sacrifice of its own higher nature. Only the born weakling can look upon this principle as cruel, and if he does so it is merely because he is of a feebler nature and narrower mind; for if such a law did not direct the process of evolution then the higher development of organic life would not be conceivable at all.",adolf hitler
2469,2470,"Reading is not an end to itself, but a means to an end.",adolf hitler
2498,2499,"Only the Jew knew that by an able and persistent use of propaganda heaven itself can be presented to the people as if it were hell and, vice versa, the most miserable kind of life can be presented as if it were paradise. The Jew knew this and acted accordingly. But the German, or rather his Government, did not have the slightest suspicion of it. During the War the heaviest of penalties had to be paid for that ignorance.-- Mein Kampf, Chapter 10",adolf hitler
843,844,Only the dead have seen the end of war.,plato
1411,1412,"Of the plant of birth and death, the seed is Darkness, the sprout is the thought that body is Self, the shoot is rage, the sap is deeds, the body is the stem, the life-breaths are the branches, the tops are the bodily powers, sensuous things are the flowers, sorrow is the fruit, born of varied deeds and manifold; and the Life is the bird that eats the fruit.",adi shankaracharya
2419,2420,"Instruction in world history in the so-called high schools is even today in a very sorry condition. Few teachers understand that the study of history can never be to learn historical dates and events by heart and recite them by rote; that what matters is not whether the child knows exactly when this battle or that was fought, when a general was born, or even when a monarch (usually a very insignificant one) came into the crown of his forefathers. No, by the living God, this is very unimportant. To 'learn' history means to seek and find the forces which are the causes leading to those effects which we subsequently perceive as historical events.",adolf hitler
2737,2738,"I believe in only one thing, the power of human will.",stalin
2292,2293,"If you don't get what you want, you suffer; if you get what you don't want, you suffer; even when you get exactly what you want, you still suffer because you can't hold on to it forever. Your mind is your predicament. It wants to be free of change. Free of pain, free of the obligations of life and death. But change is law and no amount of pretending will alter that reality.",socrates
156,157,The greatest religion is to be true to your own nature. Have faith in yourselves.,swami vivekanand
1729,1730," As we let our own light shine, we unconsciously give other people permission to do the same.",nelson mandela
2819,2820,"...Iron discipline does not preclude but presupposes criticism and contest of opinion within the Party. Least of all does it mean that discipline must be 'blind'. On the contrary, iron discipline does not preclude but presupposes conscious and voluntary submission, for only conscious discipline can be truly iron discipline.",stalin
1049,1050,Learning is not child's play; we cannot learn without pain.,aristotle
2128,2129,"Prefer knowledge to wealth, for the one is transitory, the other perpetual.",socrates
2460,2461,"If you win, you need not have to explain...If you lose, you should not be there to explain!",adolf hitler
